-0.55	1.96
2.59	1.88
7.14	1.18
9.5	0.39
9.73	-0.08
8.79	0.31
7.93	1.02
5.1	1.81
1.88	2.83
-0.31	3.45
-1.1	3.3
-3.06	2.35
-1.33	2.2
2.35	2.28
5.42	2.35
7.53	1.1
8.24	0
8.87	0.08
9.5	1.18
8.08	1.65
5.89	1.88
2.98	2.51
0.86	3.37
-1.57	3.22
-1.88	2.28
-1.88	1.65
-0.08	2.2
1.96	2.51
4.24	1.73
6.67	0.86
8.32	0.08
9.26	-0.16
9.57	0.16
8.08	0.78
5.73	1.18
2.28	2.2
0.16	3.14
-2.2	3.06
-1.73	3.37
-3.06	2.43
-0.55	2.2
1.73	1.96
5.49	1.33
7.3	0.63
8.32	-0.24
9.42	0.31
7.93	0.24
6.83	0.94
4.16	2.04
1.26	3.3
-0.39	4.24
-0.71	4.39
-2.59	3.53
-1.96	2.98
0.16	2.35
2.43	1.88
7.85	1.33
9.26	0.55
9.73	0.31
9.57	0.86
9.34	1.65
6.83	2.28
3.37	2.67
0.86	3.14
-1.57	3.37
-1.96	2.98
-2.2	2.51
-1.33	2.35
0.39	2.75
4.16	2.67
7.46	1.26
9.42	-0.08
9.97	0.16
9.42	0.39
9.34	1.18
6.83	1.65
3.77	2.2
0.39	3.53
-1.73	4.24
-1.33	4
-2.43	3.22
-2.59	1.96
0.55	2.67
3.85	2.35
6.98	0.94
9.26	-0.08
9.18	-0.55
9.97	0
8.55	0.63
6.83	1.73
4.32	2.75
0.78	3.45
-2.59	3.06
-4.63	2.59
-5.89	2.67
-3.06	6.04
4.24	9.97
-1.26	6.83
-0.71	5.34
0.63	4.08
0.16	2.43
-0.71	3.45
1.81	4.24
0.55	4.16
1.41	3.3
0.94	3.85
0.86	4.08
1.02	4.32
0.24	3.92
-0.08	3.53
0.39	4
0.78	4.87
0.39	4.16
1.02	4.47
0.31	4.24
0.63	5.02
0.24	4.87
1.1	5.02
0.63	4.87
0.39	5.1
0.71	5.18
1.26	5.26
0.78	5.18
0.86	5.26
0.78	5.26
0.63	5.42
0.71	5.34
0.55	5.57
0.71	5.42
0.55	5.57
0.55	5.49
0.71	5.42
0.63	5.34
0.78	5.42
0.86	5.34
0.94	5.1
0.86	5.34
0.63	5.81
0.24	5.96
0.31	5.65
1.33	4.87
0.86	5.65
0.16	6.36
-0.71	7.53
-0.94	7.61
-0.71	7.38
-0.94	7.46
-0.94	7.61
-0.94	7.53
-1.26	7.61
-1.02	7.69
-1.26	7.77
-1.1	7.77
-1.65	7.69
-1.18	7.06
-0.24	5.89
0.39	5.89
1.02	5.57
0.39	5.65
0.39	5.96
0.08	5.73
0.24	5.42
0.16	6.28
0.08	6.04
0.31	5.57
0.39	6.12
0.63	6.04
0.31	5.89
0.31	5.89
0.24	5.65
0.63	5.81
0.55	5.96
0.55	5.81
0.39	5.96
0.47	5.81
0.39	5.89
0.55	5.81
0.31	5.89
0.39	5.81
0.39	5.73
0.47	5.73
0.94	5.89
1.02	5.73
1.18	5.81
1.26	5.89
1.02	5.57
1.02	5.89
0.78	5.73
0.31	5.49
0.63	5.57
0.55	5.42
0.71	5.18
1.18	5.18
1.41	4.47
0.78	5.73
1.33	5.02
0.94	5.42
0.63	5.81
0.78	5.42
1.18	5.26
1.57	4.71
1.41	5.26
1.41	5.02
0.94	5.02
1.26	4.63
0.47	5.34
0.16	5.81
0.31	5.57
0.47	4.94
0.55	5.18
0.55	5.42
0.55	5.42
0.63	5.18
0.16	5.57
-0.08	5.81
0	5.57
0.24	5.34
0.08	5.57
0	5.73
0.08	5.42
-0.08	5.65
0.16	5.49
0.08	5.57
0.16	5.49
0.16	5.57
0.16	5.49
0.16	5.65
0.16	5.49
0.24	5.49
0.08	5.57
0.16	5.49
0.16	5.57
0.16	5.57
0.24	5.49
0.08	5.57
0.08	5.73
0.16	5.65
0.08	5.65
0.16	5.57
0.08	5.65
0.16	5.65
0.16	5.57
0.16	5.65
0.08	5.65
0	5.73
0.16	5.57
0	5.65
0.08	5.57
0.16	5.57
0.16	5.57
0.08	5.57
0.16	5.65
0.16	5.57
0.08	5.73
0	5.73
0.16	5.57
0.16	5.57
-0.08	5.73
0.08	5.65
0.08	5.73
0.08	5.57
0	5.65
0.08	5.65
0.08	5.65
0.08	5.57
0.08	5.73
0	5.65
0.08	5.65
0.16	5.65
0.08	5.57
0.08	5.57
0.08	5.65
0.16	5.57
0.24	5.57
0.08	5.65
0	5.57
0.16	5.57
0.08	5.65
0.08	5.57
0.24	5.57
0	5.65
0.08	5.57
0.16	5.57
0.16	5.57
0	5.73
0.16	5.49
0.08	5.57
-0.08	5.73
0.16	5.57
0.16	5.65
0.08	5.65
0	5.65
0.08	5.57
0	5.57
0.08	5.57
0.08	5.65
0.16	5.57
0.08	5.57
0.08	5.65
0.16	5.65
0.08	5.65
0.08	5.65
0.08	5.65
-0.24	6.12
-0.16	6.28
0.94	5.34
-0.08	5.89
0.08	5.96
0.94	5.42
1.1	4.94
1.41	4.55
1.57	5.18
1.73	5.49
2.12	4.94
2.28	3.77
1.73	3.69
1.33	3.53
1.65	3.45
1.18	4.47
1.88	3.45
2.43	3.3
2.04	4
1.88	3.77
1.65	3.85
1.73	3.85
1.88	3.92
1.81	3.85
1.57	4
1.73	3.85
1.73	3.85
1.88	3.77
1.88	3.69
1.96	3.77
1.96	3.69
1.81	3.85
1.73	3.92
1.81	3.77
1.81	3.85
1.81	3.92
1.88	3.77
1.96	3.77
1.73	3.85
1.81	3.85
1.88	3.92
1.88	3.77
1.88	3.77
1.73	3.92
1.81	3.92
1.88	3.77
1.65	3.92
1.88	3.85
1.81	4
1.88	3.92
1.88	3.85
1.81	4.08
1.96	3.85
1.88	3.85
1.88	3.85
1.65	4
1.96	3.77
1.88	3.92
1.88	3.85
1.73	4
1.88	3.92
1.88	3.92
1.88	3.85
1.81	4
2.04	3.77
1.73	4
1.81	3.92
1.96	3.77
1.81	4.08
1.88	3.92
1.96	3.92
1.81	4
1.88	3.92
1.88	4.08
1.96	3.85
1.88	4
1.81	3.92
1.88	4.08
1.88	3.92
1.81	4
1.81	3.92
1.73	3.92
1.96	4
1.96	3.85
1.81	4
1.88	4
1.81	4
1.96	3.92
1.81	4
1.81	4.16
1.81	4
1.88	4.08
1.88	4
1.73	4.08
1.81	4.08
1.81	4.08
1.88	4.08
1.88	4
1.73	4.08
1.81	4
1.73	4.16
1.81	4
1.88	4.08
1.81	4.08
1.81	4.08
1.88	4
1.81	4
1.73	4.16
1.81	4.08
1.96	4
1.73	4.08
1.88	4
1.81	4.16
1.81	4.16
1.81	4.08
1.81	4.08
1.73	4.16
1.81	4.08
1.81	4.16
1.73	4.24
1.81	4.08
1.88	4.16
1.81	4.32
1.96	4.16
1.96	4.16
1.81	4.32
1.88	4.32
2.04	4.71
2.28	4.55
2.28	4.39
2.28	4.08
1.73	4.24
1.1	4.71
1.41	4.87
1.1	5.49
0.55	5.65
1.18	5.18
1.33	5.65
1.18	6.36
0.94	6.51
0.08	6.04
0.16	6.04
0.78	5.26
0.31	5.42
0.86	5.49
0.39	5.81
0.78	5.57
0.47	5.89
0.47	5.96
0.39	6.04
0.47	5.96
1.02	5.42
0.71	5.49
0.71	5.65
0.63	5.81
0.47	6.04
0.39	6.12
0.78	5.96
0.78	5.89
0.94	5.73
1.1	5.81
-1.41	7.93
-0.94	7.3
-0.16	6.12
1.41	4.87
0.94	5.34
0.55	5.42
0.71	5.18
0.78	5.18
0.71	5.34
0.39	5.73
0.71	5.57
0.39	5.73
0.47	5.73
0.55	5.81
0.24	5.89
0.63	5.89
0.39	5.81
0.31	5.89
0.39	5.89
0.39	5.96
0.47	5.89
0.24	6.12
0.31	5.89
0.31	5.96
0.31	6.04
0.16	6.28
0.31	6.04
0.24	6.12
0.24	6.12
0.24	6.12
0.31	6.12
0.24	6.12
0.39	6.12
0.31	6.12
0.39	6.04
0.31	6.12
0.31	6.12
0.31	6.04
0.31	6.12
0.47	6.12
0.24	6.04
0.39	6.12
0.24	6.04
0.39	6.04
0.31	6.12
0.39	6.04
0.47	5.96
0.55	5.96
0.47	5.89
0.39	5.96
0.55	5.89
0.55	5.96
0.39	5.81
0.47	5.89
0.55	5.73
0.39	5.89
0.39	5.89
0.47	5.96
0.47	5.81
0.39	5.81
0.39	5.89
0.47	5.89
0.39	5.89
0.47	5.81
0.39	5.89
0.39	5.81
0.47	5.89
0.39	5.81
0.39	5.89
0.39	5.81
0.55	5.81
0.47	5.81
0.39	5.81
0.47	5.81
0.39	5.81
0.47	5.81
0.47	5.81
0.39	5.81
0.39	5.81
0.47	5.81
0.47	5.81
0.39	5.81
0.39	5.81
0.39	5.81
0.47	5.89
0.47	5.81
0.47	5.81
0.39	5.81
0.39	5.89
0.47	5.89
0.47	5.96
0.47	5.96
0.47	5.89
0.47	5.81
0.47	5.89
0.47	5.96
0.39	6.12
0.24	6.12
0.47	5.89
0	6.36
0.31	6.2
0.47	6.04
0.24	6.04
0.31	6.04
0.31	6.04
0.31	6.04
0.24	6.12
0.16	6.04
0.39	6.12
0.31	6.04
0.47	5.89
0.39	5.96
0.47	6.04
0.55	6.04
0.55	5.96
0.55	5.89
0.55	6.04
0.55	5.96
0.47	6.12
0.63	5.96
0.47	6.04
0.63	5.96
0.55	5.96
0.55	5.96
0.63	5.89
0.63	5.89
0.63	5.96
0.71	5.89
0.55	5.96
0.55	5.89
0.55	5.96
0.63	5.89
0.55	5.81
0.63	5.89
0.63	5.89
0.55	5.89
0.63	5.89
0.63	5.96
0.55	5.89
0.63	5.89
0.55	5.89
0.55	5.89
0.71	5.89
0.63	5.96
0.55	5.96
0.55	5.89
0.63	5.96
0.55	5.96
0.47	6.04
0.47	5.96
0.47	6.04
0.31	6.12
0.39	6.04
0.78	5.89
0.55	5.96
0.47	5.89
0.55	5.96
0.78	5.96
0.55	6.04
0.55	5.89
0.63	5.96
0.55	5.89
0.39	6.12
0.55	6.04
0.31	6.12
0.47	6.04
0.39	6.2
0.31	6.2
0.39	6.12
0.24	6.12
0.55	6.04
0.47	6.04
0.39	6.2
0.55	6.04
0.55	6.28
0.31	6.12
0.55	6.12
0.55	6.04
0.47	6.2
0.39	6.12
0.39	6.12
0.55	6.04
0.63	5.96
0.55	6.12
0.47	6.04
0.47	6.12
0.55	6.04
0.47	6.2
0.55	6.2
0.55	6.04
0.39	6.2
0.47	6.12
0.47	6.12
0.55	6.04
0.39	6.12
0.39	6.28
0.39	6.2
0.39	6.28
0.31	6.28
0.39	6.28
0.31	6.36
0.31	6.28
0.47	6.12
0.16	6.51
0.16	6.44
0.31	6.36
0	6.67
0.16	6.59
0	6.75
-0.08	6.91
0.08	6.83
-0.16	6.83
0.08	6.75
0.08	6.59
0	6.59
0.16	6.36
0.24	6.44
0.55	5.89
0.63	5.96
1.1	5.34
0	6.2
-0.16	6.04
-0.47	6.51
0	6.04
0.08	6.04
0	6.04
-0.16	6.36
-0.24	6.36
-0.24	6.51
-0.24	6.59
-0.55	6.75
-0.31	6.59
-0.39	6.75
-0.47	6.59
-0.63	6.83
-0.31	6.59
-0.39	6.67
-0.39	6.59
-0.39	6.51
-0.39	6.67
-0.47	6.59
-0.47	6.59
-0.55	6.83
-0.63	6.83
-0.71	6.75
-0.63	6.83
-0.39	6.51
-0.31	6.51
-0.55	6.59
-0.39	6.51
-0.31	6.44
-0.31	6.44
-0.31	6.44
-0.31	6.44
-0.39	6.51
-0.31	6.36
-0.31	6.51
-0.31	6.36
-0.31	6.36
-0.31	6.36
-0.31	6.51
-0.31	6.28
-0.31	6.44
-0.24	6.28
-0.39	6.44
-0.31	6.36
-0.39	6.44
-0.39	6.36
-0.39	6.44
-0.39	6.44
-0.31	6.44
-0.55	6.44
-0.47	6.51
-0.55	6.59
-0.47	6.44
-0.47	6.59
-0.63	6.59
-0.55	6.59
-0.71	6.67
-0.78	6.75
-0.71	6.67
-0.47	6.59
-0.47	6.44
-0.39	6.51
-0.47	6.51
-0.39	6.51
-0.63	6.59
-0.47	6.59
-0.47	6.59
-1.41	7.22
-0.78	6.67
-0.16	5.89
0.39	5.18
0.71	5.1
0.24	5.81
0.63	5.26
0.63	5.65
0.55	5.57
0.24	5.96
0.31	5.89
0.86	5.34
1.18	5.1
1.57	4.39
-0.16	6.2
-1.33	6.98
-0.16	6.04
0.55	5.65
0.47	5.49
-0.94	6.83
-1.02	6.67
-0.94	6.67
-1.1	6.83
-1.41	6.98
-1.26	6.91
-0.94	6.75
-1.73	7.22
-1.49	7.14
-1.73	7.22
